id;name;status;createdMonth;closedMonth;dueMonth;list;folder;space;url
86agzv9uj;Condominio do Edificio Ilha de Millos | LIE + LDC + LSPDA;revisão;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86agzv9uj
86ah33w12;Condominio do Edificio Jardins da Ilha | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah33w12
86ah33w6z;Condominio do Edificio Jardins da Ilha - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah33w6z
86ah7aubr;CONDOMINIO JARDINS DAS ACACIAS | LDC + ICV;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah7aubr
86ah7audv;CONDOMINIO JARDINS DAS ACACIAS - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah7audv
86ah7auek;CONDOMINIO JARDINS DAS ACACIAS - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah7auek
86ah7d9mk;Edifício Ana Cristina | LIE + LSPDA;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah7d9mk
86ah9fb5j;Condominio do Edificio La Maison | LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah9fb5j
86ah9fbat;Condominio do Edificio La Maison - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ah9fbat
86ahbz2xx;Turmalina | PCM;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahbz2xx
86ahbz2zc;Condominio do Edificio Turmalina - PCM - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahbz2zc
86ahdz4hy;Rita de Cássia | LCC + PCC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahdz4hy
86ahdz4j0;Edifício Rita de Cássia - PCC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahdz4j0
86ahdz4j1;Edifício Rita de Cássia - LCC - 01;assembleia;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahdz4j1
86ahj7f6t;Santorini | LIE + LSPDA + LDC;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahj7f6t
86ahk29qq;Rotterdam | PCM;executando;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahk29qq
86ahk29wh;Condomínio do edificio Rotterdam - PCM - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahk29wh
86ahkgp55;Edf. Príncipe de Navarra | LDC + ICV;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahkgp55
86ahkgp8c;Edf. Príncipe de Navarra - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahkgp8c
86ahkgp9k;Edf. Príncipe de Navarra - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahkgp9k
86ahn40u2;Edificio Tamarineira Prince | LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahn40u2
86ahn7gp3;Condominio do Edificio Lucilo Maranhao | PIE;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahn7gp3
86ahn7gt9;Condominio do Edificio Lucilo Maranhao - PIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahn7gt9
86ahp693n;Condominio do Edificio Empresarial Casa Forte | LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahp693n
86ahp696z;Condominio do Edificio Empresarial Casa Forte - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahp696z
86ahpfcf5;Condominio do Edificio Villa Claudia | LIE;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahpfcf5
86ahpfche;Condominio do Edificio Villa Claudia - LIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahpfche
86ahq0dva;Edf Alameda dos Flamboyants | LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq0dva
86ahq0dyb;Edf Alameda dos Flamboyants - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq0dyb
86ahq2wev;CONDOMINIO DO EDIFICIO SAGARANA | LIE + ICV + LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq2wev
86ahq2wjm;CONDOMINIO DO EDIFICIO SAGARANA - LIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq2wjm
86ahq2wk7;CONDOMINIO DO EDIFICIO SAGARANA - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq2wk7
86ahq2wkv;CONDOMINIO DO EDIFICIO SAGARANA - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahq2wkv
86ahqwd7z;Condominio do Edificio Cidade do Recife | PCM;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahqwd7z
86ahrhqqw;EDIFÍCIOS MARIA JULIA E MARIA DA GRACA | LIE + LCC + PCC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahrhqqw
86ahrhqtv;EDIFÍCIOS MARIA JULIA E MARIA DA GRACA - LIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahrhqtv
86ahrhquk;EDIFÍCIOS MARIA JULIA E MARIA DA GRACA - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahrhquk
86ahrhqv7;EDIFÍCIOS MARIA JULIA E MARIA DA GRACA - PIE - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahrhqv7
86aht1gcb;Condominio do Edificio Saint Sebastien | LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aht1gcb
86aht1gdh;Condominio do Edificio Saint Sebastien - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aht1gdh
86ahuqbap;Fokus Construção e incorporação Ltda | LIE + LDC + ICV + LSPDA;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahuqbap
86ahuucz4;Condominio Jardim do Mar | LDC + ICV;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahuucz4
86ahuud5g;Condominio Jardim do Mar - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahuud5g
86ahuud85;Condominio Jardim do Mar - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahuud85
86ahz8tnz;Condominio do Edificio Madalena Colonial | PCM;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahz8tnz
86ahz8ttx;Condominio do Edificio Madalena Colonial - PCM - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86ahz8ttx
86aj13tew;Condomínio Carmem Costa | ICV;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj13tew
86aj13tnh;Condomínio Carmem Costa - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj13tnh
86aj24upw;Condominio do Edificio The Plaza | LDC;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj24upw
86aj24uxf;Condominio do Edificio The Plaza - LDC - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj24uxf
86aj4b9y1;Condomínio Carmem Costa | ICV;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj4b9y1
86aj4ba27;Condomínio Carmem Costa - ICV - 01;aguardando pagamento;;;;Contratos;Clientes;Consultor.IA;https://app.clickup.com/t/86aj4ba27
86act21uq;Elaboração do Projeto de Eletrocalha;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21uq
86act21ur;Elaboração do Projeto de Segurança;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21ur
86act21ut;Coleta de Informações em campo;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21ut
86act21uu;Elaboração do Memorial Descritivo;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21uu
86act21uv;Preparação e Alinhamento;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21uv
86act21w2;Revisão do Projeto;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21w2
86act21w3;Elaboração da Lista de Material;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21w3
86act21w9;Reajuste e Adequação;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21w9
86act21wk;Revisão Final;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86act21wk
86ad21mgr;Pegar Planta Baixa;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86ad21mgr
86ad21p67;Coleta de dados da infraestrutura;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86ad21p67
86aempjww;Levantamento de Vagas;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aempjww
86aempkb5;Definir caminho de eletrocalha;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aempkb5
86aempmnv;Definir dimensões das bandejas;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aempmnv
86aempmwp;Lista de materiais;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aempmwp
86aemyrh9;Detalhes;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aemyrh9
86aemyrmw;Plotagem;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aemyrmw
86aemyt06;Gerar PDF;a fazer;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aemyt06
86aemytx4;Circuitos;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86aemytx4
86af1wdgr;ART;feito;;;;PIE + EME | PROJETO INFRA ELETROCALHA + EMERGÊNCIA;Cristiano;Consultor.IA;https://app.clickup.com/t/86af1wdgr
86ahe7mpg;Instalação Medidor;feito;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7mpg
86ahe7mtm;Validação Dados;a fazer;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7mtm
86ahe7mwt;Remoção Medidor;feito;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7mwt
86ahe7nkv;Elaboração Laudo;a fazer;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7nkv
86ahe7nnx;Revisão;a fazer;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7nnx
86ahe7nxh;Apresentação Síndico e Conselho;a fazer;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahe7nxh
86ahn1ax7;Levantamento de carga;feito;;;;"Serviço personalizado, olhar no contrato";Ilha de Millos;Consultor.IA;https://app.clickup.com/t/86ahn1ax7
86aejremx;Automação do contrato para o ClickUp (estrutura com hierarquia Gantt + grupos Telegram);complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejremx
86aejren0;Mapear serviços atuais usados em propostas e contratos;complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejren0
86aejren7;Ajustar prompt/fluxo de IA para gerar contratos com serviços padronizados;complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejren7
86aejrenc;Validar contrato gerado com foco na leitura automática dos serviços;complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrenc
86aejrenp;Definir mapeamento serviço (contrato) → template (ClickUp);complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrenp
86aejrenx;Atualizar automação de criação de projeto no ClickUp via N8n;complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrenx
86aejrepm;Criar automação de notificação no Telegram (pós-criação do projeto);complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrepm
86aejret3;Enviar alerta ao comercial com dados do cliente;complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejret3
86aejretn;Automação WhatsApp para criação de grupo com data prevista após assinatura do contrato;to do;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejretn
86aejreu9;Implementar leitura dos serviços e dados do contrato para o grupo;to do;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejreu9
86aejreyz;Integrar resposta do cliente ao cancelamento do follow-up;to do;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejreyz
86aejrezp;Automação de execução – Estudo de Disponibilidade (montagem do documento com gráficos e tabelas);in progress;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrezp
86aejrf07;Automação de execução – Laudos (profissionalização e refinamento);complete;;;;Automações;Software;XPE Tec;https://app.clickup.com/t/86aejrf07
86ah5n5xf;link do cliente no clickup;to do;;;;LDC;Software;XPE Tec;https://app.clickup.com/t/86ah5n5xf
86ah5n65y;menu suspenso com os clientes no vercel;complete;;;;LDC;Software;XPE Tec;https://app.clickup.com/t/86ah5n65y
86ahqfbmn;conseguir fazer ldc de torres diferentes pro mesmo cliente;to do;;;;LDC;Software;XPE Tec;https://app.clickup.com/t/86ahqfbmn
86ae0jbu2;Edf. Luar das Ubaias _ Melhorias Eletricas;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jbu2
86ae0jbw6;Edf. Terra Brasilis_Ampliação CMD + SmartCharging;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jbw6
86ae0jcf4;Edf. Montendre - Correção de laudo + Implantação SPDA;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jcf4
86ae0jcuw;Edf. Cid Sampaio - Implantação de Eletrocalha + instalação de 6 carregadores;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jcuw
86ae0jd2u;Edf. The Plaza - Correção de Laudo;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jd2u
86ae0jd56;Edf. Maria Carolina - Correção de Laudo;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae0jd56
86ae5wv62;Ferramentas e equipamentos;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ae5wv62
86aef9f74;Edf. Quinta do Algarvia - Ampliação de CDMs;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86aef9f74
86aenc8z5;Edf. Terra Brasilis - Implantação de controle nos carregadores;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86aenc8z5
86aerw62m;Edf. Samsara - Ampliação de CDM;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86aerw62m
86afmy8bv;Edf. Castelo the Blois;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86afmy8bv
86aft90wg;Custos internos;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86aft90wg
86afun1m8;Edf. Verano - Carregador elétrico em Área comum.;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86afun1m8
86ag0vqca;Edf. Melo barbosa;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ag0vqca
86ag0ygq6;Condomínio Reserva do Poço;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ag0ygq6
86ag8kj76;Edf. Vila casa forte;relatorio de execução;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ag8kj76
86ag8kjf4;Edf. Morada Rosarinho;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ag8kjf4
86agc0w90;Edf. Quinta Tereza Beltrão - Ampliação de CDM;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86agc0w90
86aghwz9d;Consultoria;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86aghwz9d
86agqx47e;Cristiano Ampliação de cdm;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86agqx47e
86agqx8tc;Edf. Casa Rosada - Sistema de controle de carga;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86agqx8tc
86ahhnae7;Edf. Enseada do Mar - Adição de eletrocalha;relatorio entregue;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ahhnae7
86ahhpkqz;Edf. João Heraclio;aguardando pagamento;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ahhpkqz
86ahwpz80;EDF. Rio Araguaia;executando;;;;Obras;Clientes;Obras;https://app.clickup.com/t/86ahwpz80
86ae0ht24;Materiais ;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0ht24
86ae0jr1j;Materiais;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0jr1j
86ae0ju2j;materiais;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0ju2j
86ae0jze9;cabos;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0jze9
86ae0jzuu;cabos;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0jzuu
86ae0k54u;Disjuntores;estornado;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae0k54u
86ae4y31b;Tcs de corrente;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae4y31b
86ae4y3dz;Eletrocalhas;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae4y3dz
86ae5wpcx;Chumbador;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae5wpcx
86ae5wuvu;BAteria de litio;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae5wuvu
86ae7ey2f;Chapa de Aluminio;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae7ey2f
86ae7eyd0;Materiais diversos maria carolina;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae7eyd0
86ae7f0bv;Parafusos Eletrocalha;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ae7f0bv
86aewjrbk;Cabos;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86aewjrbk
86aewjt0u;Terminais e disjuntores;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86aewjt0u
86afaawec;Terminais de compressão;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afaawec
86afp30qp;Custo interno;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afp30qp
86afpk1d0;Materiais gerais;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afpk1d0
86afpkdq4;Materiais avulsos;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afpkdq4
86afpkh1q;Materiais gerais;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afpkh1q
86afq8bxf;Barramento de cobre;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afq8bxf
86afq8f1z;Materiais;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afq8f1z
86afq8gh8;Materiais avulso;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afq8gh8
86afqhvak;Materiais aterramento;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afqhvak
86aft44m3;Combustível;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86aft44m3
86aft487d;Materiais interno;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86aft487d
86afth7ay;Faturado Dimensional (cabo);pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afth7ay
86afuv154;Materiais Montendre;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afuv154
86afuv24e;Materiais Samsara;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afuv24e
86afw6cb8;Materiais Montendre;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afw6cb8
86afw6m2v;Fonte Cid Sampaio;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afw6m2v
86afw6qvp;Materiais Cid Sampaio;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afw6qvp
86afw6tp3;Materiais Samsara;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afw6tp3
86afwb2an;Materiais Sid Sampaio;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afwb2an
86afx4zjq;Materiais carregador do 2501;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afx4zjq
86afx50q3;Material instalação vaga 1401;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86afx50q3
86ag2gkw4;Marketplace;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2gkw4
86ag2gnkr;Salario Adryan;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2gnkr
86ag2h2ut;Divimult Drywall;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2h2ut
86ag2k6re;Ferreira costa;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2k6re
86ag2kadz;Pix Gabriel Veloso;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2kadz
86ag2kfa2;Pix Gabriel Veloso;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2kfa2
86ag2kpq4;Marcelo Felipe;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2kpq4
86ag2kwbx;PIX Marketplace;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2kwbx
86ag2kwda;PIX Marketplace;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2kwda
86ag2m5e5;Pix - JAGUAR;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2m5e5
86ag2ma7k;Pix - CEMOPEL SHOP II;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2ma7k
86ag2md6u;"Transferência Pix - TAWANNY DE MELO INACIO - 63,384,563/0001-40 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 689860990-2";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2md6u
86ag2mk1c;"Transferência Pix - FERREIRA COSTA &amp; CIA LTDA - 10,230,480/0001-30 - BCO BRADESCO S,A, (0237) Agência: 2960 Conta: 13900-9";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2mk1c
86ag2mtba;Pagamento de fatura;pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2mtba
86ag2qz70;"Transferência Pix - FERREIRA COSTA &amp; CIA LTDA - 10,230,480/0001-30 - BCO BRADESCO S,A, (0237) Agência: 2960 Conta: 13900-9";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2qz70
86ag2qzwx;"Transferência Pix - Marcelo Felipe Dias Lacerda - •••,355,414-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 14679030-4";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2qzwx
86ag2r752;"Transferência Pix - POSTO CURADAO LTDA - 08,687,340/0001-44 - ITAÚ UNIBANCO S,A, (0341) Agência: 7226 Conta: 24386-8";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2r752
86ag2r84q;"Transferência Pix - PIX Marketplace - 10,573,521/0001-91 - MERCADO PAGO IP LTDA, (0323) Agência: 1 Conta: 2918333524-0";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2r84q
86ag2rjyb;"Transferência Pix - PIX Marketplace - 10,573,521/0001-91 - MERCADO PAGO IP LTDA, (0323) Agência: 1 Conta: 2918333524-0";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2rjyb
86ag2rknx;"Transferência Pix - CEMOPEL I - 69,943,686/0001-50 - ITAÚ UNIBANCO S,A, (0341) Agência: 1247 Conta: 17451-7";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2rknx
86ag2rvrd;"Transferência pix - Marcelo Felipe Dias Lacerda - •••,355,414-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 14679030-4";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2rvrd
86ag2t18t;"Transferência Pix - ATACADO DOS PRESENTES - 09,515,628/0001-02 - BCO BRADESCO S,A, (0237) Agência: 289 Conta: 61776-8";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2t18t
86ag2t2p7;"Transferência Pix - ELETROPALMA - 07,245,932/0001-43 - ITAÚ UNIBANCO S,A, (0341) Agência: 8251 Conta: 18215-3";pago;;;;Fluxo de caixa;Clientes;Obras;https://app.clickup.com/t/86ag2t2p7
